Date,Year,Time,nestlingID,Color,NID,Habitat,Site,Individual.ID,Nestling.FWB,Female.FWB,Male.FWB,Male.Band.Combo,Egg.Mass,Young.Day,Old.Day,Day,Species,Mass,Tarsus.1,Tarsus.2,Tarsus.3,Tarsus.Average,Wingchord,wingchord.2,Wingchord.3,Wingchord.average,total.pin,pin.once.broken,feather.once.broken,Bill.Width,Bill.Length,Bill.Depth,tail.pin,Tail,Head,Measure,nest.para,nest.fate,nest.predation,bhco.nestling,bhco.hab
6/8/2022,2022,,11TEF22_KK,KK,11TEF22,Urban,South VT,,NA,,,,NA,5,6,6,SOSP,9.9,16.75,16.46,17.3,16.83666667,20.29,20.43,20.31,20.34333333,10.17,NA,NA,3.35,4.05,3.81,NA,NA,16.4,SJL,no,,,,urban.no
6/8/2022,2022,,11TEF22_DD,DD,11TEF22,Urban,South VT,,NA,,,,NA,5,6,6,SOSP,11.4,17.83,17.71,17.85,17.79666667,20.61,21.12,20.92,20.88333333,10.9,NA,NA,4.96,4.07,9.12,2,NA,18.03,IJV,no,,,,urban.no
6/11/2022,2022,,11TEF22_KK,KK,11TEF22,Urban,South VT,,289196777,,,,NA,8,9,9,SOSP,11.1,18.8,18.86,19.18,18.94666667,30.16,30.98,31.23,30.79,20.98,11.98,8.39,4.45,4.97,4.36,7.89,4.13,19.42,IJV,no,,,,urban.no
6/11/2022,2022,,11TEF22_RR,RR,11TEF22,Urban,South VT,,289196778,,,,NA,8,9,9,SOSP,13.8,22.3,21.95,21.87,22.04,33.16,33.4,33.31,33.29,22.31,15.8,5.91,4.6,6.06,4.4,9.38,1.8,15.63,CMT,no,,,,urban.no
6/11/2022,2022,,11TEF22_RK,RK,11TEF22,Urban,South VT,,289196779,,,,NA,8,9,9,SOSP,13.1,23.69,23.31,23.2,23.4,35.39,34.08,34,34.49,23.08,14.11,9.67,4.72,4.74,4.57,10.16,3.02,17.47,CMT,no,,,,urban.no
5/28/2019,2019,9:43,12IJV19_RR,RR,12IJV19,Urban,North VT,,164192490,164192472,164192471,,NA,0,0,0,SOSP,2.1,7.1,6.3,7,6.8,5.2,5.7,5.9,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,yes,success,no,yes,urban.yes
5/28/2019,2019,9:43,12IJV19_GG,GG,12IJV19,Urban,North VT,,NA,164192472,164192471,,NA,0,0,0,SOSP,2,7.3,7.2,7,7.166666667,5.7,6.3,5.9,5.966666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,yes,success,no,yes,urban.yes
5/31/2019,2019,14:10,12IJV19_RR,RR,12IJV19,Urban,North VT,,164192490,164192472,164192471,,NA,3,3,3,SOSP,8.4,13.3,13.4,13,13.23333333,10.2,10.1,10.3,10.2,1.8,NA,NA,3.7,3.7,4,NA,NA,15.6,IJV,yes,success,no,yes,urban.yes
5/31/2019,2019,14:10,12IJV19_KK,KK,12IJV19,Urban,North VT,,164192492,164192472,164192471,,NA,3,3,3,SOSP,5,10.5,10.5,10.2,10.4,8.1,8.1,8.1,8.1,1.1,NA,NA,3.8,3.2,3.6,NA,NA,13,IJV,yes,success,no,yes,urban.yes
5/31/2019,2019,14:10,12IJV19_GG,GG,12IJV19,Urban,North VT,,NA,164192472,164192471,,NA,3,3,3,SOSP,7.6,12.9,13,13.1,13,10.6,10.2,10.7,10.5,1.5,NA,NA,3.4,4,3.9,NA,NA,15.6,IJV,yes,success,no,yes,urban.yes
6/5/2019,2019,9:10,12IJV19_RR,RR,12IJV19,Urban,North VT,,164192490,164192472,164192471,,NA,8,9,9,SOSP,17.1,21.1,21.3,21.1,21.16666667,NA,NA,NA,34.2,20.7,14,4.4,4.5,5.8,5.2,NA,8.5,20.6,IJV,yes,success,no,yes,urban.yes
6/5/2019,2019,NA,12IJV19_KK,KK,12IJV19,Urban,North VT,,164192492,164192472,164192471,,NA,8,9,9,SOSP,12.7,19.7,19.7,19.9,19.76666667,NA,NA,NA,26.9,15.4,12.2,2.9,4.4,4.2,4.1,NA,3.7,17.2,IJV,yes,success,no,yes,urban.yes
5/28/2017,2017,10:30,12RURL17_RR,RR,12RURL17,Rural,Stream,2017025,NA,NA,Y,Y,NA,,,0,SOSP,1.9,NA,NA,,5.9,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,fail,yes,no,rural.no
5/28/2017,2017,10:30,12RURL17_GG,GG,12RURL17,Rural,Stream,2017022,NA,NA,Y,Y,NA,,,0,SOSP,2.8,NA,NA,,6.6,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,fail,yes,no,rural.no
5/28/2017,2017,10:30,12RURL17_DD,DD,12RURL17,Rural,Stream,2017021,NA,NA,Y,Y,NA,,,0,SOSP,2.2,NA,NA,,6.7,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,fail,yes,no,rural.no
5/28/2017,2017,10:30,12RURL17_KK,KK,12RURL17,Rural,Stream,2017024,NA,NA,Y,Y,NA,,,0,SOSP,2.9,NA,NA,,6.9,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,fail,yes,no,rural.no
5/30/2017,2017,10:00,12RURL17_KD,KD,12RURL17,Rural,Stream,2017023,NA,NA,Y,Y,NA,,,2,SOSP,3.9,NA,NA,,8.2,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,fail,yes,no,rural.no
5/30/2017,2017,10:00,12RURL17_RR,RR,12RURL17,Rural,Stream,2017025,NA,NA,Y,Y,NA,,,2,SOSP,5.3,NA,NA,,9.1,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,fail,yes,no,rural.no
5/30/2017,2017,10:00,12RURL17_DD,DD,12RURL17,Rural,Stream,2017021,NA,NA,Y,Y,NA,,,2,SOSP,5.6,NA,NA,,10.1,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,fail,yes,no,rural.no
5/30/2017,2017,10:00,12RURL17_GG,GG,12RURL17,Rural,Stream,2017022,NA,NA,Y,Y,NA,,,2,SOSP,6.6,NA,NA,,10.3,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,fail,yes,no,rural.no
5/30/2017,2017,10:00,12RURL17_KK,KK,12RURL17,Rural,Stream,2017024,NA,NA,Y,Y,NA,,,2,SOSP,6.7,NA,NA,,11.4,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,fail,yes,no,rural.no
6/1/2017,2017,9:30,12RURL17_KD,KD,12RURL17,Rural,Stream,2017023,NA,NA,Y,Y,NA,,,4,SOSP,6.9,NA,NA,,11.7,NA,NA,NA,12.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,fail,yes,no,rural.no
6/1/2017,2017,9:30,12RURL17_RR,RR,12RURL17,Rural,Stream,2017025,NA,NA,Y,Y,NA,,,4,SOSP,9.2,NA,NA,,13.8,NA,NA,NA,13.8,3.3,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,fail,yes,no,rural.no
6/1/2017,2017,9:30,12RURL17_DD,DD,12RURL17,Rural,Stream,2017021,NA,NA,Y,Y,NA,,,4,SOSP,10,NA,NA,,15,NA,NA,NA,16.1,3.7,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,fail,yes,no,rural.no
6/1/2017,2017,9:30,12RURL17_GG,GG,12RURL17,Rural,Stream,2017022,NA,NA,Y,Y,NA,,,4,SOSP,10.4,NA,NA,,15.8,NA,NA,NA,17.8,5.1,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,fail,yes,no,rural.no
6/1/2017,2017,9:30,12RURL17_KK,KK,12RURL17,Rural,Stream,2017024,NA,NA,Y,Y,NA,,,4,SOSP,10.6,NA,NA,,16.1,NA,NA,NA,18.3,6.9,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,fail,yes,no,rural.no
5/2/2019,2019,7:10,12SJL19_GG,GG,12SJL19,Urban,South VT,,164192499,NA,277149479,,NA,3,4,4,SOSP,4.2,10.4,10.5,10.1,10.33333333,8.4,8.5,8.1,8.333333333,0.4,NA,NA,3.6,3.1,3.4,NA,NA,11.1,SJL,yes,success,no,yes,urban.yes
5/2/2019,2019,7:10,12SJL19_RR,RR,12SJL19,Urban,South VT,,164192500,NA,277149479,,NA,3,4,4,SOSP,7.5,11.9,12.1,12.1,12.03333333,12.9,12.4,12.6,12.63333333,2,NA,NA,3.5,4.2,4.1,NA,NA,16.1,SJL,yes,success,no,yes,urban.yes
5/6/2019,2019,10:20,12SJL19_RR,RR,12SJL19,Urban,South VT,,164192500,NA,277149479,,NA,7,8,8,SOSP,15.8,19.3,18.9,18.6,18.93333333,NA,NA,NA,27.8,16.3,13.6,4.2,4,3.6,3.6,NA,5.2,15.5,SJL,yes,success,no,yes,urban.yes
5/6/2019,2019,10:20,12SJL19_GG,GG,12SJL19,Urban,South VT,,194192499,NA,277149479,,NA,7,8,8,SOSP,NA,23.5,23.3,23.4,23.4,NA,NA,NA,47.2,31.4,20.7,11.1,6.2,5.1,5.1,NA,7.1,21.4,SJL,yes,success,no,yes,urban.yes
6/1/2019,2019,11:55,13IJV19_DD,DD,13IJV19,Urban,Radford,,282192801,NA,164192481,,NA,1,2,2,SOSP,4.8,9.5,9.7,9.7,9.633333333,9.2,9.2,9.3,9.233333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,yes,success,no,yes,urban.yes
6/1/2019,2019,11:55,13IJV19_KK,KK,13IJV19,Urban,Radford,,282192803,NA,164192481,,NA,1,2,2,SOSP,3.7,9,9,9,9,7.5,7.4,7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,yes,success,no,yes,urban.yes
6/1/2019,2019,11:55,13IJV19_GG,GG,13IJV19,Urban,Radford,,282192804,NA,164192481,,NA,1,2,2,SOSP,3.9,8.4,8.7,8.7,8.6,7.3,7.3,7.8,7.466666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,yes,success,no,yes,urban.yes
6/4/2019,2019,9:10,13IJV19_DD,DD,13IJV19,Urban,Radford,,282192801,NA,164192481,,NA,4,6,5,SOSP,11.2,17.3,17.1,17.1,17.16666667,16.1,16.4,16.2,16.23333333,7.8,NA,NA,4.2,4.3,3.8,NA,NA,17.2,IJV,yes,success,no,yes,urban.yes
6/4/2019,2019,9:10,13IJV19_KK,KK,13IJV19,Urban,Radford,,282192803,NA,164192481,,NA,4,6,5,SOSP,9.4,16.2,16.3,15.9,16.13333333,14.1,14.3,14.4,14.26666667,4.7,NA,NA,4.2,4,4.1,NA,NA,16.4,IJV,yes,success,no,yes,urban.yes
6/4/2019,2019,9:10,13IJV19_GG,GG,13IJV19,Urban,Radford,,282192804,NA,164192481,,NA,4,6,5,SOSP,9.5,15.6,15.7,15.7,15.66666667,13.9,13.9,14.2,14,5.4,NA,NA,4.2,4.3,4,NA,NA,15.9,IJV,yes,success,no,yes,urban.yes
6/8/2019,2019,12:50,13IJV19_DD,DD,13IJV19,Urban,Radford,,282192801,NA,164192481,,NA,8,10,9,SOSP,15.1,22.7,22.9,22.2,22.6,NA,NA,NA,36.2,26.7,16.3,10.7,4.4,6,4.6,NA,4.7,20.9,IJV,yes,success,no,yes,urban.yes
6/8/2019,2019,12:50,13IJV19_KK,KK,13IJV19,Urban,Radford,,282192803,NA,164192481,,NA,8,10,9,SOSP,14.4,21.9,21.7,21.8,21.8,NA,NA,NA,33.1,25,18.9,4.8,4,5.5,4.9,NA,4.3,18.4,IJV,yes,success,no,yes,urban.yes
6/8/2019,2019,12:50,13IJV19_GG,GG,13IJV19,Urban,Radford,,282192804,NA,164192481,,NA,8,10,9,SOSP,15,20.9,21.4,21.3,21.2,NA,NA,NA,32.8,23,15.7,6.9,4.9,5.2,4.6,NA,4.9,20.1,IJV,yes,success,no,yes,urban.yes
5/19/2021,2021,9:18,13SJL21_GG,GG,13SJL21,Urban,North VT,,NA,,,,NA,2,2,2,SOSP,4.4,8.56,8.37,8.37,8.433333333,8.93,8.43,8.58,8.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEF,yes,success,no,yes,urban.yes
5/19/2021,2021,,13SJL21_DD,DD,13SJL21,Urban,North VT,,NA,,,,NA,2,2,2,SOSP,3.4,8.47,8.75,8.69,8.636666667,7.87,8.05,7.45,11.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,yes,success,no,yes,urban.yes
5/23/2021,2021,7:20,13SJL21_DD,DD,13SJL21,Urban,North VT,,NA,,,,NA,7,7,7,SOSP,9.1,15.64,15.28,15.63,15.51666667,18.72,18.36,19.23,18.795,13.67,8.26,NA,4.38,3.71,2.62,NA,1.6,16.59,TEF,yes,success,no,yes,urban.yes
5/24/2021,2021,,13SJL21_,,13SJL21,Urban,North VT,,NA,,,,NA,,,7,SOSP,8.1,15.05,15.06,14.79,14.96666667,17.67,18.27,18.18,18.04,9.65,NA,NA,4.02,3.65,3.75,NA,0.79,17.17,IJV,yes,success,no,yes,urban.yes
5/26/2021,2021,7:42,13SJL21_GG,GG,13SJL21,Urban,North VT,,282192924,,,,NA,9,9,9,SOSP,11.2,19.14,19.02,18.93,19.03,28.01,NA,NA,28.01,16.54,15.52,1.37,4.25,4.5,4.21,NA,2.92,19.44,IJV,yes,success,no,yes,urban.yes
5/28/2021,2021,,13SJL21_,,13SJL21,Urban,North VT,,NA,,,,NA,11,11,11,SOSP,9.5,13.41,13.13,12.68,13.07333333,14.87,14.99,14.52,14.79333333,NA,NA,NA,NA,NA,NA,NA,NA,13.71,SJL,yes,success,no,yes,urban.yes
5/28/2021,2021,,13SJL21_GG,GG,13SJL21,Urban,North VT,,NA,,,,NA,11,11,11,SOSP,6.4,13.52,13.66,13.57,13.58333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.77,SJL,yes,success,no,yes,urban.yes
5/22/2022,2022,,13SJL22_RR,RR,13SJL22,Urban,Radford,,NA,,,,NA,0,1,1,SOSP,2.5,7.46,7.31,7.32,7.363333333,7.06,7.08,7.19,7.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEF,no,,,,urban.no
5/22/2022,2022,,13SJL22_KK,KK,13SJL22,Urban,Radford,,NA,,,,NA,0,1,1,SOSP,4.7,9.96,10.09,10.13,10.06,8.05,8.22,8.16,8.143333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,CMT,no,,,,urban.no
5/22/2022,2022,,13SJL22_RK,RK,13SJL22,Urban,Radford,,NA,,,,NA,0,1,1,SOSP,3.6,9.32,9.46,9.31,9.363333333,8.53,9,8.92,8.816666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEF,no,,,,urban.no
5/22/2022,2022,,13SJL22_GG,GG,13SJL22,Urban,Radford,,NA,,,,NA,0,1,1,SOSP,4.3,9.66,9.67,9.73,9.686666667,7.5,7.02,7.16,7.226666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,CMT,no,,,,urban.no
5/30/2022,2022,,13SJL22_KK,KK,13SJL22,Urban,Radford,,289196707,,,,NA,NA,NA,NA,SOSP,16.7,20.34,20.41,20.94,20.56333333,36.65,36.68,36.05,36.46,23.43,12.75,11.69,3.82,4.97,4.21,9.72,1.81,20.91,JAG,no,,,,urban.no
5/30/2022,2022,,13SJL22_RK,RK,13SJL22,Urban,Radford,,289196706,,,,NA,NA,NA,NA,SOSP,16.7,20.36,20.32,20.59,20.42333333,34.41,34.31,34.04,34.25333333,21.57,16.45,5.49,4.22,5.05,4.33,5.93,3.04,20.34,TEF,no,,,,urban.no
6/9/2022,2022,,13SJL22_RR,RR,13SJL22,Rural,Stream,,NA,,,,NA,5,6,6,SOSP,10.4,16.92,16.85,16.82,16.86333333,17.84,17.68,17.58,17.7,6.24,NA,NA,4.05,4.09,4.07,NA,NA,18.23,TEF,no,,,,rural.no
6/9/2022,2022,,13SJL22_KK,KK,13SJL22,Rural,Stream,,NA,,,,NA,5,6,6,SOSP,11.8,18.45,18.22,18.49,18.38666667,20.28,20.46,20.24,20.32666667,9.7,NA,NA,3.95,3.74,4.13,2,NA,18.88,TEF,no,,,,rural.no
5/26/2022,2022,,13SJL22_GG,GG,13SJL22,Urban,Radford,,NA,,,,NA,4,5,5,SOSP,9.2,15.22,13.32,15.41,14.65,17.23,17.31,17.13,17.22333333,5.84,NA,NA,3.86,3.23,3.76,NA,NA,17.31,TEF,no,,,,urban.no
5/26/2022,2022,,13SJL22_RK,RK,13SJL22,Urban,Radford,,NA,,,,NA,4,5,5,SOSP,10.1,15.23,15.24,15.35,15.27333333,18.59,18.76,18.5,18.61666667,10.24,NA,NA,4.65,4.79,4.61,NA,NA,14.34,CMT,no,,,,urban.no
5/26/2022,2022,,13SJL22_KK,KK,13SJL22,Urban,Radford,,NA,,,,NA,4,5,5,SOSP,10.9,16.44,16.6,16.73,16.59,19.46,19.1,19.16,19.24,9,NA,NA,3.29,3.58,3.15,NA,NA,18.53,JAG,no,,,,urban.no
NA,2022,,13SJL22_KK,KK,13SJL22,Urban,Radford,,NA,,,,NA,1,2,2,SOSP,3.5,8.07,8.13,8.13,8.11,6.76,7.04,6.97,6.923333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,no,,,,urban.no
NA,2022,,13SJL22_RR,RR,13SJL22,Urban,Radford,,NA,,,,NA,1,2,2,SOSP,2.2,6.89,6.85,6.81,6.85,7.7,7.16,7.2,7.353333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,no,,,,urban.no
NA,2022,,13SJL22_GG,GG,13SJL22,Urban,Radford,,NA,,,,NA,1,2,2,SOSP,3.6,8.74,8.92,8.32,8.66,7.51,7.73,7.65,7.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,CMT,no,,,,urban.no
5/31/2022,2022,,13TEF22_KK,KK,13TEF22,Urban,South VT,,NA,,,,NA,5,6,6,SOSP,13.7,19.84,19.93,19.88,19.88333333,28.98,28.85,28.82,28.88333333,15.47,14.21,1.5,3.28,3.56,4.12,3.62,NA,20.21,JAG,no,,,,urban.no
5/31/2022,2022,,13TEF22_GG,GG,13TEF22,Urban,South VT,,NA,,,,NA,5,6,6,SOSP,12.4,18.48,18.44,18.63,18.51666667,23.39,23.45,22.8,23.21333333,13.16,12.41,0.81,4.46,4.13,4.44,2.53,NA,19.01,IJV,no,,,,urban.no
5/31/2022,2022,,13TEF22_DD,DD,13TEF22,Urban,South VT,,NA,,,,NA,5,6,6,SOSP,13.4,20.22,20.37,20.2,20.26333333,25.12,25.14,25.14,25.13333333,14.24,12.97,0.91,3.69,3.95,3.53,1.45,NA,18.43,JAG,no,,,,urban.no
5/31/2022,2022,,13TEF22_RR,RR,13TEF22,Urban,South VT,,NA,,,,NA,5,6,6,SOSP,13.9,20.31,20.13,20.09,20.17666667,28.1,28.04,28.25,28.13,16.36,13.98,1.96,4.96,4.51,4.69,4.3,0.59,18.21,IJV,no,,,,urban.no
6/3/2022,2022,,13TEF22_GG,GG,13TEF22,Urban,South VT,,289196710,,,,NA,8,9,9,SOSP,15.1,21.65,21.84,21.61,21.7,37.32,36.91,36.99,37.07333333,22.42,13.09,8.09,4.45,4.78,3.87,7.37,3.58,20.61,TEF,no,,,,urban.no
6/3/2022,2022,,13TEF22_DD,DD,13TEF22,Urban,South VT,,289196708,,,,NA,8,9,9,SOSP,15.2,21.1,21.08,21.21,21.13,38.01,38.69,38.35,38.35,25.77,11.06,14.79,4.16,6.67,4.38,5.04,2.01,15.02,CMT,no,,,,urban.no
5/26/2022,2022,,13TEF22_RR,RR,13TEF22,Urban,South VT,,NA,,,,NA,NA,NA,NA,SOSP,4.7,10.4,10.05,9.87,10.10666667,8.3,9,8.35,8.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,,,,urban.no
5/26/2022,2022,,13TEF22_KK,KK,13TEF22,Urban,South VT,,NA,,,,NA,NA,NA,NA,SOSP,4.7,9.41,9.45,9.32,9.393333333,8.86,8.8,8.74,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJL,no,,,,urban.no
NA,2022,,13TEF22_DD,DD,13TEF22,Urban,South VT,,NA,,,,NA,NA,NA,NA,SOSP,4.2,9.57,9.63,9.56,9.586666667,8.44,8.26,8.26,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,,,,urban.no
5/9/2022,2022,,14IJV22_KK,KK,14IJV22,Urban,North VT,,NA,,,,NA,NA,NA,NA,SOSP,2.7,7.58,7.44,7.28,7.433333333,6.44,6.58,6.29,6.436666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,no,,,,urban.no
5/9/2022,2022,,14IJV22_DD,DD,14IJV22,Urban,North VT,,NA,,,,NA,NA,NA,NA,SOSP,1.7,6.98,6.68,6.8,6.82,6.4,6.41,6.44,6.416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,no,,,,urban.no
5/9/2022,2022,,14IJV22_RR,RR,14IJV22,Urban,North VT,,NA,,,,NA,NA,NA,NA,SOSP,2.5,7.01,6.45,6.82,6.76,6.82,6.44,6.52,6.593333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,no,,,,urban.no
5/15/2022,2022,,14IJV22_RR,RR,14IJV22,Urban,North VT,,289196755,,,,NA,6,7,7,SOSP,13.6,19.49,19.31,19.64,19.48,22.41,22.62,22.58,22.53666667,13.03,12.52,0.62,4.51,4.38,4.53,1.48,NA,19.78,IJV,no,,,,urban.no
5/15/2022,2022,,14IJV22_KK,KK,14IJV22,Urban,North VT,,289196754,,,,NA,6,7,7,SOSP,13.6,19.49,19.26,19.32,19.35666667,23.62,24.2,24,23.94,13.77,NA,NA,5.25,4.04,4.47,3.46,NA,19.56,IJV,no,,,,urban.no
5/15/2022,2022,,14IJV22_DD,DD,14IJV22,Urban,North VT,,,,,,NA,NA,NA,NA,SOSP,6.7,15.01,14.97,14.53,14.83666667,17.65,17.91,17.41,17.65666667,8.04,NA,NA,3.66,3.9,3.91,NA,NA,14.52,SJL,no,,,,urban.no
5/17/2022,2022,,14IJV22_KK,KK,14IJV22,Urban,North VT,,289196754,,,,NA,NA,NA,NA,SOSP,15.6,20.99,21.19,21.09,21.09,34.38,34.46,33.97,34.27,21.57,13.38,8.07,4.83,4.85,4.89,7.43,1.26,21.26,IJV,no,,,,urban.no
5/17/2022,2022,,14IJV22_RR,RR,14IJV22,Urban,North VT,,289196755,,,,NA,NA,NA,NA,SOSP,15.9,21.23,21.29,21.17,21.23,31.81,31.87,32.31,31.99666667,20.41,14.74,5.82,4.82,4.89,4.55,5.48,1.05,18.67,IJV,no,,,,urban.no
5/16/2021,2021,7:50,14TEF21_DD,DD,14TEF21,Rural,Kentland,,NA,282192929,282192910,,NA,5,6,6,SOSP,11.1,18.28,18.61,18.31,18.4,22.46,NA,NA,22.46,12.49,11.7,0.5,4.96,3.93,4.39,NA,NA,NA,,no,success,no,no,rural.no
5/16/2021,2021,,14TEF21_RR,RR,14TEF21,Rural,Kentland,,NA,282192929,282192910,,NA,5,6,6,SOSP,12.3,18.52,18.53,18.63,18.56,25.55,25.59,24.84,25.215,17.42,10.71,1.08,4.89,4.16,2.67,NA,4.11,17.75,TEF,no,success,no,no,rural.no
5/16/2021,2021,,14TEF21_GG,GG,14TEF21,Rural,Kentland,,NA,282192929,282192910,,NA,5,6,6,SOSP,11.3,18.62,18.74,18.63,18.66333333,21.62,NA,NA,21.62,12.03,11.61,0.41,4.62,4.24,4.11,NA,2.31,19.16,IJV,no,success,no,no,rural.no
5/16/2021,2021,7:50,14TEF21_KK,KK,14TEF21,Rural,Kentland,,NA,282192929,282192910,,NA,5,6,6,SOSP,11.3,19.45,19.29,19.56,19.43333333,26.27,NA,NA,26.27,13.86,11.71,1.09,4.8,4.85,4.28,NA,3.84,17.31,SJL,no,success,no,no,rural.no
5/19/2021,2021,7:05,14TEF21_RR,RR,14TEF21,Rural,Kentland,,282192936,282192929,282192910,,NA,8,9,9,SOSP,11.4,18.7,18.3,18.56,18.52,33.57,33.38,33.06,33.22,22.66,14.32,3.36,4.92,,2.6,NA,4.64,20.16,TEF,no,success,no,no,rural.no
5/19/2021,2021,,14TEF21_KK,KK,14TEF21,Rural,Kentland,,282192937,282192929,282192910,,NA,8,9,9,SOSP,13.1,21.05,20.55,20.46,20.68666667,33.76,34.74,34.68,34.71,27.14,11.49,10.81,4.21,4.87,4.08,NA,6.24,20.77,SJL,no,success,no,no,rural.no
5/19/2021,2021,,14TEF21_GG,GG,14TEF21,Rural,Kentland,,282912912,282192929,282192910,,NA,8,9,9,SOSP,11,20.27,20.14,20.22,20.21,32.26,NA,NA,32.26,19.81,15.2,4.44,4.96,4.46,4.41,NA,4.42,18.71,IJV,no,success,no,no,rural.no
5/19/2021,2021,,14TEF21_DD,DD,14TEF21,Rural,Kentland,,NA,282192929,282192910,,NA,8,9,9,SOSP,10.6,19.28,18.32,19.72,19.10666667,30.75,31.06,30.79,30.925,19.51,14.39,5.2,4.55,4.87,3.66,NA,5.61,19.3,SJL,no,success,no,no,rural.no
7/2/2019,2019,9:30,15CEH19_KK,KK,15CEH19,Urban,North VT,,282192852,NA,282192841,,NA,2,3,3,SOSP,6.4,12.3,12.4,12.2,12.3,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,yes,success,no,yes,urban.yes
7/2/2019,2019,9:30,15CEH19_DD,DD,15CEH19,Urban,North VT,,282192853,NA,282192841,,NA,2,3,3,SOSP,7.3,13,13.5,13.2,13.23333333,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,IJV,yes,success,no,yes,urban.yes
7/7/2019,2019,10:48,15CEH19_KK,KK,15CEH19,Urban,North VT,,282192852,NA,282192841,,NA,7,8,8,SOSP,15.5,22.7,22.5,22.5,22.56666667,NA,NA,NA,31.8,20,14.5,6.2,5.1,6.3,9.4,NA,NA,20.3,IJV,yes,success,no,yes,urban.yes
7/7/2019,2019,10:48,15CEH19_DD,DD,15CEH19,Urban,North VT,,282192853,NA,282192841,,NA,7,8,8,SOSP,15.8,21.5,21.8,22.2,21.83333333,NA,NA,NA,33.5,24,13.9,11.9,4.8,6,4.2,NA,NA,19.5,IJV,yes,success,no,yes,urban.yes
6/22/2018,2018,12:50,15CRL18_DD,DD,15CRL18,Urban,South VT,201875SOSP,277149538,~,277149413,,NA,0,1,1,SOSP,2.2,6.7,6.9,6.8,6.8,NA,NA,NA,6.8,NA,NA,NA,2.1,1.9,2.8,NA,NA,NA,SJL,no,success,no,no,urban.no
6/22/2018,2018,12:50,15CRL18_KK,KK,15CRL18,Urban,South VT,201876SOSP,277149539,~,277149413,,NA,0,1,1,SOSP,2.2,6.3,6.3,6.2,6.266666667,NA,NA,NA,6.6,NA,NA,NA,2.9,2.7,2.9,NA,NA,NA,SJL,no,success,no,no,urban.no
6/24/2018,2018,9:10,15CRL18_DD,DD,15CRL18,Urban,South VT,201875SOSP,277149538,~,277149413,,NA,2,3,3,SOSP,5.4,9.9,9.9,10,9.933333333,NA,NA,NA,8.7,NA,NA,NA,3,3,3.5,NA,NA,10.6,SJL,no,success,no,no,urban.no
6/24/2018,2018,9:10,15CRL18_KK,KK,15CRL18,Urban,South VT,201876SOSP,277149539,~,277149413,,NA,2,3,3,SOSP,4.9,9,8.5,9.1,8.866666667,NA,NA,NA,8,NA,NA,NA,3.4,2.8,3.2,NA,NA,10.6,SJL,no,success,no,no,urban.no
